Date_of_Booking,Day_of_Booking,Source_Airport,Destination_Airport,Airline_Name,Airline_Code,Price,Travel_Date_From,Travel_Date_To
3/1/2022,Tuesday,SFO,DFW,United Airlines,UA 1765,142,5/23/2022,6/22/2022
3/1/2022,Tuesday,SFO,DFW,American Airlines,AA 2904,141,5/23/2022,6/22/2022
3/1/2022,Tuesday,SFO,DFW,Southwest Airlines,SW 5321,137,5/23/2022,6/22/2022
3/1/2022,Tuesday,SFO,DFW,Alaska Airlines,AA 417,148,5/23/2022,6/22/2022
3/1/2022,Tuesday,SFO,DFW,Frontier Airlines,F9 2711,125,5/23/2022,6/22/2022
3/1/2022,Tuesday,SFO,DFW,Delta Airlines,DL678,152,5/23/2022,6/22/2022
3/1/2022,Tuesday,SFO,DFW,United Airlines,UA1785,125,5/23/2022,6/22/2022
3/1/2022,Tuesday,SFO,DFW,American Airlines,AA 2914,127,5/23/2022,6/22/2022
3/2/2022,Wednesday,SFO,DFW,Frontier Airlines,F9 2710,98,5/23/2022,6/22/2022
3/2/2022,Wednesday,SFO,DFW,Delta Airlines,DL679,112,5/23/2022,6/22/2022
3/2/2022,Wednesday,SFO,DFW,United Airlines,UA 1765,95,5/23/2022,6/22/2022
3/2/2022,Wednesday,SFO,DFW,American Airlines,AA 2904,115,5/23/2022,6/22/2022
3/2/2022,Wednesday,SFO,DFW,Southwest Airlines,SW 5321,106,5/23/2022,6/22/2022
3/2/2022,Wednesday,SFO,DFW,Alaska Airlines,AA 417,80,5/23/2022,6/22/2022
3/2/2022,Wednesday,SFO,DFW,Frontier Airlines,F9 2711,98,5/23/2022,6/22/2022
3/2/2022,Wednesday,SFO,DFW,Delta Airlines,DL678,78,5/23/2022,6/22/2022
3/2/2022,Wednesday,SFO,DFW,United Airlines,UA1785,107,5/23/2022,6/22/2022
3/2/2022,Wednesday,SFO,DFW,American Airlines,AA 2914,84,5/23/2022,6/22/2022
3/3/2022,Thursday,SFO,DFW,Frontier Airlines,F9 2710,113,5/23/2022,6/22/2022
3/3/2022,Thursday,SFO,DFW,Delta Airlines,DL679,121,5/23/2022,6/22/2022
3/3/2022,Thursday,SFO,DFW,United Airlines,UA 1765,119,5/23/2022,6/22/2022
3/3/2022,Thursday,SFO,DFW,American Airlines,AA 2904,115,5/23/2022,6/22/2022
3/3/2022,Thursday,SFO,DFW,Southwest Airlines,SW 5321,123,5/23/2022,6/22/2022
3/3/2022,Thursday,SFO,DFW,Alaska Airlines,AA 417,117,5/23/2022,6/22/2022
3/3/2022,Thursday,SFO,DFW,Frontier Airlines,F9 2711,89,5/23/2022,6/22/2022
3/3/2022,Thursday,SFO,DFW,Delta Airlines,DL678,109,5/23/2022,6/22/2022
3/3/2022,Thursday,SFO,DFW,United Airlines,UA1785,110,5/23/2022,6/22/2022
3/3/2022,Thursday,SFO,DFW,American Airlines,AA 2914,119,5/23/2022,6/22/2022
3/4/2022,Friday,SFO,DFW,Frontier Airlines,F9 2710,143,5/23/2022,6/22/2022
3/4/2022,Friday,SFO,DFW,Delta Airlines,DL679,152,5/23/2022,6/22/2022
3/4/2022,Friday,SFO,DFW,United Airlines,UA 1765,122,5/23/2022,6/22/2022
3/4/2022,Friday,SFO,DFW,American Airlines,AA 2904,124,5/23/2022,6/22/2022
3/4/2022,Friday,SFO,DFW,Southwest Airlines,SW 5321,120,5/23/2022,6/22/2022
3/4/2022,Friday,SFO,DFW,Alaska Airlines,AA 417,160,5/23/2022,6/22/2022
3/4/2022,Friday,SFO,DFW,Frontier Airlines,F9 2711,121,5/23/2022,6/22/2022
3/4/2022,Friday,SFO,DFW,Delta Airlines,DL678,121,5/23/2022,6/22/2022
3/4/2022,Friday,SFO,DFW,United Airlines,UA1785,125,5/23/2022,6/22/2022
3/4/2022,Friday,SFO,DFW,American Airlines,AA 2914,136,5/23/2022,6/22/2022
3/5/2022,Saturday,SFO,DFW,Frontier Airlines,F9 2710,149,5/23/2022,6/22/2022
3/5/2022,Saturday,SFO,DFW,Delta Airlines,DL679,175,5/23/2022,6/22/2022
3/5/2022,Saturday,SFO,DFW,United Airlines,UA 1765,132,5/23/2022,6/22/2022
3/5/2022,Saturday,SFO,DFW,American Airlines,AA 2904,168,5/23/2022,6/22/2022
3/5/2022,Saturday,SFO,DFW,Southwest Airlines,SW 5321,127,5/23/2022,6/22/2022
3/5/2022,Saturday,SFO,DFW,Alaska Airlines,AA 417,131,5/23/2022,6/22/2022
3/5/2022,Saturday,SFO,DFW,Frontier Airlines,F9 2711,163,5/23/2022,6/22/2022
3/5/2022,Saturday,SFO,DFW,Delta Airlines,DL678,151,5/23/2022,6/22/2022
3/5/2022,Saturday,SFO,DFW,United Airlines,UA1785,158,5/23/2022,6/22/2022
3/5/2022,Saturday,SFO,DFW,American Airlines,AA 2914,165,5/23/2022,6/22/2022
3/6/2022,Sunday,SFO,DFW,Frontier Airlines,F9 2710,160,5/23/2022,6/22/2022
3/6/2022,Sunday,SFO,DFW,Delta Airlines,DL679,173,5/23/2022,6/22/2022
3/6/2022,Sunday,SFO,DFW,United Airlines,UA 1765,148,5/23/2022,6/22/2022
3/6/2022,Sunday,SFO,DFW,American Airlines,AA 2904,158,5/23/2022,6/22/2022
3/6/2022,Sunday,SFO,DFW,Southwest Airlines,SW 5321,161,5/23/2022,6/22/2022
3/6/2022,Sunday,SFO,DFW,Alaska Airlines,AA 417,194,5/23/2022,6/22/2022
3/6/2022,Sunday,SFO,DFW,Frontier Airlines,F9 2711,170,5/23/2022,6/22/2022
3/6/2022,Sunday,SFO,DFW,Delta Airlines,DL678,181,5/23/2022,6/22/2022
3/6/2022,Sunday,SFO,DFW,United Airlines,UA1785,153,5/23/2022,6/22/2022
3/6/2022,Sunday,SFO,DFW,American Airlines,AA 2914,176,5/23/2022,6/22/2022
3/7/2022,Monday,SFO,DFW,Frontier Airlines,F9 2710,145,5/23/2022,6/22/2022
3/7/2022,Monday,SFO,DFW,Delta Airlines,DL679,122,5/23/2022,6/22/2022
3/7/2022,Monday,SFO,DFW,United Airlines,UA 1765,134,5/23/2022,6/22/2022
3/7/2022,Monday,SFO,DFW,American Airlines,AA 2904,160,5/23/2022,6/22/2022
3/7/2022,Monday,SFO,DFW,Southwest Airlines,SW 5321,137,5/23/2022,6/22/2022
3/7/2022,Monday,SFO,DFW,Alaska Airlines,AA 417,124,5/23/2022,6/22/2022
3/7/2022,Monday,SFO,DFW,Frontier Airlines,F9 2711,155,5/23/2022,6/22/2022
3/7/2022,Monday,SFO,DFW,Delta Airlines,DL678,150,5/23/2022,6/22/2022
3/7/2022,Monday,SFO,DFW,United Airlines,UA1785,136,5/23/2022,6/22/2022
3/7/2022,Monday,SFO,DFW,American Airlines,AA 2914,125,5/23/2022,6/22/2022
3/8/2022,Tuesday,SFO,DFW,Frontier Airlines,F9 2710,95,5/23/2022,6/22/2022
3/8/2022,Tuesday,SFO,DFW,Delta Airlines,DL679,81,5/23/2022,6/22/2022
3/8/2022,Tuesday,SFO,DFW,United Airlines,UA 1765,96,5/23/2022,6/22/2022
3/8/2022,Tuesday,SFO,DFW,American Airlines,AA 2904,115,5/23/2022,6/22/2022
3/8/2022,Tuesday,SFO,DFW,Southwest Airlines,SW 5321,109,5/23/2022,6/22/2022
3/8/2022,Tuesday,SFO,DFW,Alaska Airlines,AA 417,112,5/23/2022,6/22/2022
3/8/2022,Tuesday,SFO,DFW,Frontier Airlines,F9 2711,80,5/23/2022,6/22/2022
3/8/2022,Tuesday,SFO,DFW,Delta Airlines,DL678,102,5/23/2022,6/22/2022
3/8/2022,Tuesday,SFO,DFW,United Airlines,UA1785,112,5/23/2022,6/22/2022
3/8/2022,Tuesday,SFO,DFW,American Airlines,AA 2914,103,5/23/2022,6/22/2022
3/9/2022,Wednesday,SFO,DFW,Frontier Airlines,F9 2710,88,5/23/2022,6/22/2022
3/9/2022,Wednesday,SFO,DFW,Delta Airlines,DL679,101,5/23/2022,6/22/2022
3/9/2022,Wednesday,SFO,DFW,United Airlines,UA 1765,125,5/23/2022,6/22/2022
3/9/2022,Wednesday,SFO,DFW,American Airlines,AA 2904,112,5/23/2022,6/22/2022
3/9/2022,Wednesday,SFO,DFW,Southwest Airlines,SW 5321,111,5/23/2022,6/22/2022
3/9/2022,Wednesday,SFO,DFW,Alaska Airlines,AA 417,112,5/23/2022,6/22/2022
3/9/2022,Wednesday,SFO,DFW,Frontier Airlines,F9 2711,112,5/23/2022,6/22/2022
3/9/2022,Wednesday,SFO,DFW,Delta Airlines,DL678,102,5/23/2022,6/22/2022
3/9/2022,Wednesday,SFO,DFW,United Airlines,UA1785,116,5/23/2022,6/22/2022
3/9/2022,Wednesday,SFO,DFW,American Airlines,AA 2914,117,5/23/2022,6/22/2022
3/10/2022,Thursday,SFO,DFW,Frontier Airlines,F9 2710,148,5/23/2022,6/22/2022
3/10/2022,Thursday,SFO,DFW,Delta Airlines,DL679,153,5/23/2022,6/22/2022
3/10/2022,Thursday,SFO,DFW,United Airlines,UA 1765,123,5/23/2022,6/22/2022
3/10/2022,Thursday,SFO,DFW,American Airlines,AA 2904,149,5/23/2022,6/22/2022
3/10/2022,Thursday,SFO,DFW,Southwest Airlines,SW 5321,160,5/23/2022,6/22/2022
3/10/2022,Thursday,SFO,DFW,Alaska Airlines,AA 417,146,5/23/2022,6/22/2022
3/10/2022,Thursday,SFO,DFW,Frontier Airlines,F9 2711,125,5/23/2022,6/22/2022
3/10/2022,Thursday,SFO,DFW,Delta Airlines,DL678,122,5/23/2022,6/22/2022
3/10/2022,Thursday,SFO,DFW,United Airlines,UA1785,142,5/23/2022,6/22/2022
3/10/2022,Thursday,SFO,DFW,American Airlines,AA 2914,139,5/23/2022,6/22/2022
3/11/2022,Friday,SFO,DFW,Frontier Airlines,F9 2710,133,5/23/2022,6/22/2022
3/11/2022,Friday,SFO,DFW,Delta Airlines,DL679,175,5/23/2022,6/22/2022
3/11/2022,Friday,SFO,DFW,United Airlines,UA 1765,140,5/23/2022,6/22/2022
3/11/2022,Friday,SFO,DFW,American Airlines,AA 2904,147,5/23/2022,6/22/2022
3/11/2022,Friday,SFO,DFW,Southwest Airlines,SW 5321,172,5/23/2022,6/22/2022
3/11/2022,Friday,SFO,DFW,Alaska Airlines,AA 417,159,5/23/2022,6/22/2022
3/11/2022,Friday,SFO,DFW,Frontier Airlines,F9 2711,145,5/23/2022,6/22/2022
3/11/2022,Friday,SFO,DFW,Delta Airlines,DL678,136,5/23/2022,6/22/2022
3/11/2022,Friday,SFO,DFW,United Airlines,UA1785,149,5/23/2022,6/22/2022
3/11/2022,Friday,SFO,DFW,American Airlines,AA 2914,165,5/23/2022,6/22/2022
3/12/2022,Saturday,SFO,DFW,Frontier Airlines,F9 2710,147,5/23/2022,6/22/2022
3/12/2022,Saturday,SFO,DFW,Delta Airlines,DL679,164,5/23/2022,6/22/2022
3/12/2022,Saturday,SFO,DFW,United Airlines,UA 1765,157,5/23/2022,6/22/2022
3/12/2022,Saturday,SFO,DFW,American Airlines,AA 2904,172,5/23/2022,6/22/2022
3/12/2022,Saturday,SFO,DFW,Southwest Airlines,SW 5321,152,5/23/2022,6/22/2022
3/12/2022,Saturday,SFO,DFW,Alaska Airlines,AA 417,176,5/23/2022,6/22/2022
3/12/2022,Saturday,SFO,DFW,Frontier Airlines,F9 2711,164,5/23/2022,6/22/2022
3/12/2022,Saturday,SFO,DFW,Delta Airlines,DL678,154,5/23/2022,6/22/2022
3/12/2022,Saturday,SFO,DFW,United Airlines,UA1785,145,5/23/2022,6/22/2022
3/12/2022,Saturday,SFO,DFW,American Airlines,AA 2914,172,5/23/2022,6/22/2022
3/13/2022,Sunday,SFO,DFW,Frontier Airlines,F9 2710,151,5/23/2022,6/22/2022
3/13/2022,Sunday,SFO,DFW,Delta Airlines,DL679,149,5/23/2022,6/22/2022
3/13/2022,Sunday,SFO,DFW,United Airlines,UA 1765,162,5/23/2022,6/22/2022
3/13/2022,Sunday,SFO,DFW,American Airlines,AA 2904,158,5/23/2022,6/22/2022
3/13/2022,Sunday,SFO,DFW,Southwest Airlines,SW 5321,145,5/23/2022,6/22/2022
3/13/2022,Sunday,SFO,DFW,Alaska Airlines,AA 417,177,5/23/2022,6/22/2022
3/13/2022,Sunday,SFO,DFW,Frontier Airlines,F9 2711,164,5/23/2022,6/22/2022
3/13/2022,Sunday,SFO,DFW,Delta Airlines,DL678,195,5/23/2022,6/22/2022
3/13/2022,Sunday,SFO,DFW,United Airlines,UA1785,149,5/23/2022,6/22/2022
3/13/2022,Sunday,SFO,DFW,American Airlines,AA 2914,156,5/23/2022,6/22/2022
3/14/2022,Monday,SFO,DFW,Frontier Airlines,F9 2710,158,5/23/2022,6/22/2022
3/14/2022,Monday,SFO,DFW,Delta Airlines,DL679,149,5/23/2022,6/22/2022
3/14/2022,Monday,SFO,DFW,United Airlines,UA 1765,154,5/23/2022,6/22/2022
3/14/2022,Monday,SFO,DFW,American Airlines,AA 2904,154,5/23/2022,6/22/2022
3/14/2022,Monday,SFO,DFW,Southwest Airlines,SW 5321,129,5/23/2022,6/22/2022
3/14/2022,Monday,SFO,DFW,Alaska Airlines,AA 417,142,5/23/2022,6/22/2022
3/14/2022,Monday,SFO,DFW,Frontier Airlines,F9 2711,123,5/23/2022,6/22/2022
3/14/2022,Monday,SFO,DFW,Delta Airlines,DL678,125,5/23/2022,6/22/2022
3/14/2022,Monday,SFO,DFW,United Airlines,UA1785,151,5/23/2022,6/22/2022
3/14/2022,Monday,SFO,DFW,American Airlines,AA 2914,154,5/23/2022,6/22/2022
3/15/2022,Tuesday,SFO,DFW,Frontier Airlines,F9 2710,106,5/23/2022,6/22/2022
3/15/2022,Tuesday,SFO,DFW,Delta Airlines,DL679,92,5/23/2022,6/22/2022
3/15/2022,Tuesday,SFO,DFW,United Airlines,UA 1765,108,5/23/2022,6/22/2022
3/15/2022,Tuesday,SFO,DFW,American Airlines,AA 2904,92,5/23/2022,6/22/2022
3/15/2022,Tuesday,SFO,DFW,Southwest Airlines,SW 5321,106,5/23/2022,6/22/2022
3/15/2022,Tuesday,SFO,DFW,Alaska Airlines,AA 417,110,5/23/2022,6/22/2022
3/15/2022,Tuesday,SFO,DFW,Frontier Airlines,F9 2711,102,5/23/2022,6/22/2022
3/15/2022,Tuesday,SFO,DFW,Delta Airlines,DL678,92,5/23/2022,6/22/2022
3/15/2022,Tuesday,SFO,DFW,United Airlines,UA1785,114,5/23/2022,6/22/2022
3/15/2022,Tuesday,SFO,DFW,American Airlines,AA 2914,75,5/23/2022,6/22/2022
3/16/2022,Wednesday,SFO,DFW,Frontier Airlines,F9 2710,115,5/23/2022,6/22/2022
3/16/2022,Wednesday,SFO,DFW,Delta Airlines,DL679,100,5/23/2022,6/22/2022
3/16/2022,Wednesday,SFO,DFW,United Airlines,UA 1765,122,5/23/2022,6/22/2022
3/16/2022,Wednesday,SFO,DFW,American Airlines,AA 2904,124,5/23/2022,6/22/2022
3/16/2022,Wednesday,SFO,DFW,Southwest Airlines,SW 5321,122,5/23/2022,6/22/2022
3/16/2022,Wednesday,SFO,DFW,Alaska Airlines,AA 417,98,5/23/2022,6/22/2022
3/16/2022,Wednesday,SFO,DFW,Frontier Airlines,F9 2711,92,5/23/2022,6/22/2022
3/16/2022,Wednesday,SFO,DFW,Delta Airlines,DL678,88,5/23/2022,6/22/2022
3/16/2022,Wednesday,SFO,DFW,United Airlines,UA1785,102,5/23/2022,6/22/2022
3/16/2022,Wednesday,SFO,DFW,American Airlines,AA 2914,103,5/23/2022,6/22/2022
3/17/2022,Thursday,SFO,DFW,Frontier Airlines,F9 2710,157,5/23/2022,6/22/2022
3/17/2022,Thursday,SFO,DFW,Delta Airlines,DL679,122,5/23/2022,6/22/2022
3/17/2022,Thursday,SFO,DFW,United Airlines,UA 1765,120,5/23/2022,6/22/2022
3/17/2022,Thursday,SFO,DFW,American Airlines,AA 2904,144,5/23/2022,6/22/2022
3/17/2022,Thursday,SFO,DFW,Southwest Airlines,SW 5321,147,5/23/2022,6/22/2022
3/17/2022,Thursday,SFO,DFW,Alaska Airlines,AA 417,143,5/23/2022,6/22/2022
3/17/2022,Thursday,SFO,DFW,Frontier Airlines,F9 2711,125,5/23/2022,6/22/2022
3/17/2022,Thursday,SFO,DFW,Delta Airlines,DL678,133,5/23/2022,6/22/2022
3/17/2022,Thursday,SFO,DFW,United Airlines,UA1785,121,5/23/2022,6/22/2022
3/17/2022,Thursday,SFO,DFW,American Airlines,AA 2914,134,5/23/2022,6/22/2022
3/18/2022,Friday,SFO,DFW,Frontier Airlines,F9 2710,127,5/23/2022,6/22/2022
3/18/2022,Friday,SFO,DFW,Delta Airlines,DL679,139,5/23/2022,6/22/2022
3/18/2022,Friday,SFO,DFW,United Airlines,UA 1765,169,5/23/2022,6/22/2022
3/18/2022,Friday,SFO,DFW,American Airlines,AA 2904,169,5/23/2022,6/22/2022
3/18/2022,Friday,SFO,DFW,Southwest Airlines,SW 5321,138,5/23/2022,6/22/2022
3/18/2022,Friday,SFO,DFW,Alaska Airlines,AA 417,148,5/23/2022,6/22/2022
3/18/2022,Friday,SFO,DFW,Frontier Airlines,F9 2711,145,5/23/2022,6/22/2022
3/18/2022,Friday,SFO,DFW,Delta Airlines,DL678,162,5/23/2022,6/22/2022
3/18/2022,Friday,SFO,DFW,United Airlines,UA1785,173,5/23/2022,6/22/2022
3/18/2022,Friday,SFO,DFW,American Airlines,AA 2914,153,5/23/2022,6/22/2022
3/19/2022,Saturday,SFO,DFW,Frontier Airlines,F9 2710,161,5/23/2022,6/22/2022
3/19/2022,Saturday,SFO,DFW,Delta Airlines,DL679,175,5/23/2022,6/22/2022
3/19/2022,Saturday,SFO,DFW,United Airlines,UA 1765,171,5/23/2022,6/22/2022
3/19/2022,Saturday,SFO,DFW,American Airlines,AA 2904,150,5/23/2022,6/22/2022
3/19/2022,Saturday,SFO,DFW,Southwest Airlines,SW 5321,167,5/23/2022,6/22/2022
3/19/2022,Saturday,SFO,DFW,Alaska Airlines,AA 417,142,5/23/2022,6/22/2022
3/19/2022,Saturday,SFO,DFW,Frontier Airlines,F9 2711,146,5/23/2022,6/22/2022
3/19/2022,Saturday,SFO,DFW,Delta Airlines,DL678,145,5/23/2022,6/22/2022
3/19/2022,Saturday,SFO,DFW,United Airlines,UA1785,160,5/23/2022,6/22/2022
3/19/2022,Saturday,SFO,DFW,American Airlines,AA 2914,142,5/23/2022,6/22/2022
3/20/2022,Sunday,SFO,DFW,Frontier Airlines,F9 2710,195,5/23/2022,6/22/2022
3/20/2022,Sunday,SFO,DFW,Delta Airlines,DL679,161,5/23/2022,6/22/2022
3/20/2022,Sunday,SFO,DFW,United Airlines,UA 1765,193,5/23/2022,6/22/2022
3/20/2022,Sunday,SFO,DFW,American Airlines,AA 2904,169,5/23/2022,6/22/2022
3/20/2022,Sunday,SFO,DFW,Southwest Airlines,SW 5321,182,5/23/2022,6/22/2022
3/20/2022,Sunday,SFO,DFW,Alaska Airlines,AA 417,146,5/23/2022,6/22/2022
3/20/2022,Sunday,SFO,DFW,Frontier Airlines,F9 2711,159,5/23/2022,6/22/2022
3/20/2022,Sunday,SFO,DFW,Delta Airlines,DL678,165,5/23/2022,6/22/2022
3/20/2022,Sunday,SFO,DFW,United Airlines,UA1785,160,5/23/2022,6/22/2022
3/20/2022,Sunday,SFO,DFW,American Airlines,AA 2914,193,5/23/2022,6/22/2022
3/21/2022,Monday,SFO,DFW,Frontier Airlines,F9 2710,139,5/23/2022,6/22/2022
3/21/2022,Monday,SFO,DFW,Delta Airlines,DL679,144,5/23/2022,6/22/2022
3/21/2022,Monday,SFO,DFW,United Airlines,UA 1765,153,5/23/2022,6/22/2022
3/21/2022,Monday,SFO,DFW,American Airlines,AA 2904,147,5/23/2022,6/22/2022
3/21/2022,Monday,SFO,DFW,Southwest Airlines,SW 5321,120,5/23/2022,6/22/2022
3/21/2022,Monday,SFO,DFW,Alaska Airlines,AA 417,140,5/23/2022,6/22/2022
3/21/2022,Monday,SFO,DFW,Frontier Airlines,F9 2711,153,5/23/2022,6/22/2022
3/21/2022,Monday,SFO,DFW,Delta Airlines,DL678,149,5/23/2022,6/22/2022
3/21/2022,Monday,SFO,DFW,United Airlines,UA1785,134,5/23/2022,6/22/2022
3/21/2022,Monday,SFO,DFW,American Airlines,AA 2914,128,5/23/2022,6/22/2022
3/22/2022,Tuesday,SFO,DFW,Frontier Airlines,F9 2710,79,5/23/2022,6/22/2022
3/22/2022,Tuesday,SFO,DFW,Delta Airlines,DL679,83,5/23/2022,6/22/2022
3/22/2022,Tuesday,SFO,DFW,United Airlines,UA 1765,76,5/23/2022,6/22/2022
3/22/2022,Tuesday,SFO,DFW,American Airlines,AA 2904,103,5/23/2022,6/22/2022
3/22/2022,Tuesday,SFO,DFW,Southwest Airlines,SW 5321,81,5/23/2022,6/22/2022
3/22/2022,Tuesday,SFO,DFW,Alaska Airlines,AA 417,96,5/23/2022,6/22/2022
3/22/2022,Tuesday,SFO,DFW,Frontier Airlines,F9 2711,91,5/23/2022,6/22/2022
3/22/2022,Tuesday,SFO,DFW,Delta Airlines,DL678,114,5/23/2022,6/22/2022
3/22/2022,Tuesday,SFO,DFW,United Airlines,UA1785,78,5/23/2022,6/22/2022
3/22/2022,Tuesday,SFO,DFW,American Airlines,AA 2914,110,5/23/2022,6/22/2022
3/23/2022,Wednesday,SFO,DFW,Frontier Airlines,F9 2710,99,5/23/2022,6/22/2022
3/23/2022,Wednesday,SFO,DFW,Delta Airlines,DL679,117,5/23/2022,6/22/2022
3/23/2022,Wednesday,SFO,DFW,United Airlines,UA 1765,121,5/23/2022,6/22/2022
3/23/2022,Wednesday,SFO,DFW,American Airlines,AA 2904,112,5/23/2022,6/22/2022
3/23/2022,Wednesday,SFO,DFW,Southwest Airlines,SW 5321,104,5/23/2022,6/22/2022
3/23/2022,Wednesday,SFO,DFW,Alaska Airlines,AA 417,98,5/23/2022,6/22/2022
3/23/2022,Wednesday,SFO,DFW,Frontier Airlines,F9 2711,119,5/23/2022,6/22/2022
3/23/2022,Wednesday,SFO,DFW,Delta Airlines,DL678,93,5/23/2022,6/22/2022
3/23/2022,Wednesday,SFO,DFW,United Airlines,UA1785,85,5/23/2022,6/22/2022
3/23/2022,Wednesday,SFO,DFW,American Airlines,AA 2914,96,5/23/2022,6/22/2022
3/24/2022,Thursday,SFO,DFW,Frontier Airlines,F9 2710,139,5/23/2022,6/22/2022
3/24/2022,Thursday,SFO,DFW,Delta Airlines,DL679,150,5/23/2022,6/22/2022
3/24/2022,Thursday,SFO,DFW,United Airlines,UA 1765,135,5/23/2022,6/22/2022
3/24/2022,Thursday,SFO,DFW,American Airlines,AA 2904,127,5/23/2022,6/22/2022
3/24/2022,Thursday,SFO,DFW,Southwest Airlines,SW 5321,136,5/23/2022,6/22/2022
3/24/2022,Thursday,SFO,DFW,Alaska Airlines,AA 417,147,5/23/2022,6/22/2022
3/24/2022,Thursday,SFO,DFW,Frontier Airlines,F9 2711,131,5/23/2022,6/22/2022
3/24/2022,Thursday,SFO,DFW,Delta Airlines,DL678,156,5/23/2022,6/22/2022
3/24/2022,Thursday,SFO,DFW,United Airlines,UA1785,151,5/23/2022,6/22/2022
3/24/2022,Thursday,SFO,DFW,American Airlines,AA 2914,121,5/23/2022,6/22/2022
3/25/2022,Friday,SFO,DFW,Frontier Airlines,F9 2710,148,5/23/2022,6/22/2022
3/25/2022,Friday,SFO,DFW,Delta Airlines,DL679,154,5/23/2022,6/22/2022
3/25/2022,Friday,SFO,DFW,United Airlines,UA 1765,137,5/23/2022,6/22/2022
3/25/2022,Friday,SFO,DFW,American Airlines,AA 2904,147,5/23/2022,6/22/2022
3/25/2022,Friday,SFO,DFW,Southwest Airlines,SW 5321,155,5/23/2022,6/22/2022
3/25/2022,Friday,SFO,DFW,Alaska Airlines,AA 417,165,5/23/2022,6/22/2022
3/25/2022,Friday,SFO,DFW,Frontier Airlines,F9 2711,129,5/23/2022,6/22/2022
3/25/2022,Friday,SFO,DFW,Delta Airlines,DL678,132,5/23/2022,6/22/2022
3/25/2022,Friday,SFO,DFW,United Airlines,UA1785,125,5/23/2022,6/22/2022
3/25/2022,Friday,SFO,DFW,American Airlines,AA 2914,175,5/23/2022,6/22/2022
3/26/2022,Saturday,SFO,DFW,Frontier Airlines,F9 2710,165,5/23/2022,6/22/2022
3/26/2022,Saturday,SFO,DFW,Delta Airlines,DL679,173,5/23/2022,6/22/2022
3/26/2022,Saturday,SFO,DFW,United Airlines,UA 1765,161,5/23/2022,6/22/2022
3/26/2022,Saturday,SFO,DFW,American Airlines,AA 2904,164,5/23/2022,6/22/2022
3/26/2022,Saturday,SFO,DFW,Southwest Airlines,SW 5321,149,5/23/2022,6/22/2022
3/26/2022,Saturday,SFO,DFW,Alaska Airlines,AA 417,155,5/23/2022,6/22/2022
3/26/2022,Saturday,SFO,DFW,Frontier Airlines,F9 2711,165,5/23/2022,6/22/2022
3/26/2022,Saturday,SFO,DFW,Delta Airlines,DL678,141,5/23/2022,6/22/2022
3/26/2022,Saturday,SFO,DFW,United Airlines,UA1785,172,5/23/2022,6/22/2022
3/26/2022,Saturday,SFO,DFW,American Airlines,AA 2914,176,5/23/2022,6/22/2022
3/27/2022,Sunday,SFO,DFW,Frontier Airlines,F9 2710,162,5/23/2022,6/22/2022
3/27/2022,Sunday,SFO,DFW,Delta Airlines,DL679,164,5/23/2022,6/22/2022
3/27/2022,Sunday,SFO,DFW,United Airlines,UA 1765,163,5/23/2022,6/22/2022
3/27/2022,Sunday,SFO,DFW,American Airlines,AA 2904,166,5/23/2022,6/22/2022
3/27/2022,Sunday,SFO,DFW,Southwest Airlines,SW 5321,193,5/23/2022,6/22/2022
3/27/2022,Sunday,SFO,DFW,Alaska Airlines,AA 417,183,5/23/2022,6/22/2022
3/27/2022,Sunday,SFO,DFW,Frontier Airlines,F9 2711,162,5/23/2022,6/22/2022
3/27/2022,Sunday,SFO,DFW,Delta Airlines,DL678,157,5/23/2022,6/22/2022
3/27/2022,Sunday,SFO,DFW,United Airlines,UA1785,146,5/23/2022,6/22/2022
3/27/2022,Sunday,SFO,DFW,American Airlines,AA 2914,177,5/23/2022,6/22/2022
3/28/2022,Monday,SFO,DFW,Frontier Airlines,F9 2710,149,5/23/2022,6/22/2022
3/28/2022,Monday,SFO,DFW,Delta Airlines,DL679,146,5/23/2022,6/22/2022
3/28/2022,Monday,SFO,DFW,United Airlines,UA 1765,126,5/23/2022,6/22/2022
3/28/2022,Monday,SFO,DFW,American Airlines,AA 2904,138,5/23/2022,6/22/2022
3/28/2022,Monday,SFO,DFW,Southwest Airlines,SW 5321,148,5/23/2022,6/22/2022
3/28/2022,Monday,SFO,DFW,Alaska Airlines,AA 417,131,5/23/2022,6/22/2022
3/28/2022,Monday,SFO,DFW,Frontier Airlines,F9 2711,158,5/23/2022,6/22/2022
3/28/2022,Monday,SFO,DFW,Delta Airlines,DL678,141,5/23/2022,6/22/2022
3/28/2022,Monday,SFO,DFW,United Airlines,UA1785,142,5/23/2022,6/22/2022
3/28/2022,Monday,SFO,DFW,American Airlines,AA 2914,144,5/23/2022,6/22/2022
3/29/2022,Tuesday,SFO,DFW,Frontier Airlines,F9 2710,84,5/23/2022,6/22/2022
3/29/2022,Tuesday,SFO,DFW,Delta Airlines,DL679,96,5/23/2022,6/22/2022
3/29/2022,Tuesday,SFO,DFW,United Airlines,UA 1765,76,5/23/2022,6/22/2022
3/29/2022,Tuesday,SFO,DFW,American Airlines,AA 2904,92,5/23/2022,6/22/2022
3/29/2022,Tuesday,SFO,DFW,Southwest Airlines,SW 5321,75,5/23/2022,6/22/2022
3/29/2022,Tuesday,SFO,DFW,Alaska Airlines,AA 417,97,5/23/2022,6/22/2022
